epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,158.737,0.53541,0.49238,0.98834,0.7106,1,0.86643,0.72323,0.617,0.5738,0.94922,0.0010694,0.0010694,0.0010694
49,161.79,0.54876,0.4878,0.99679,0.71083,1,0.85604,0.75709,0.56922,0.58006,0.93316,0.0010496,0.0010496,0.0010496
50,164.825,0.51842,0.48844,0.9839,0.76336,1,0.94045,0.81434,0.57475,0.60258,0.92112,0.0010298,0.0010298,0.0010298
51,167.843,0.50526,0.4786,0.97859,0.66483,1,0.85571,0.71656,0.5802,0.60134,0.94869,0.00101,0.00101,0.00101
52,170.85,0.50107,0.46207,0.96793,0.70561,1,0.89786,0.75697,0.63119,0.64309,0.93631,0.0009902,0.0009902,0.0009902
53,173.874,0.52127,0.46766,0.99499,0.71179,1,0.91635,0.75669,0.66473,0.81744,0.95128,0.0009704,0.0009704,0.0009704
54,176.901,0.53599,0.46363,0.9678,0.70487,1,0.83429,0.70947,0.58854,0.71144,0.93398,0.0009506,0.0009506,0.0009506
55,179.923,0.49754,0.49911,0.97531,0.76502,0.97812,0.81038,0.69629,0.71708,0.71366,0.97409,0.0009308,0.0009308,0.0009308
56,182.971,0.50236,0.4432,0.97362,0.70551,1,0.78143,0.65658,0.6619,0.69537,0.96181,0.000911,0.000911,0.000911
57,186.073,0.5062,0.43924,0.96864,0.7118,1,0.81295,0.64533,0.72951,0.65305,1.02097,0.0008912,0.0008912,0.0008912
58,189.078,0.48726,0.43509,0.95809,0.76464,1,0.88926,0.73513,0.67828,0.59659,0.97177,0.0008714,0.0008714,0.0008714
59,192.114,0.48857,0.42387,0.96686,0.71121,1,0.88885,0.76115,0.67389,0.58928,0.9557,0.0008516,0.0008516,0.0008516
60,195.091,0.47379,0.44355,0.95389,0.76774,0.99223,0.90269,0.76136,0.62328,0.59745,0.92201,0.0008318,0.0008318,0.0008318
61,198.172,0.48341,0.43235,0.95665,0.70758,1,0.89143,0.75918,0.63422,0.56182,0.93389,0.000812,0.000812,0.000812
62,201.163,0.47181,0.42789,0.97498,0.70978,1,0.78143,0.65721,0.6552,0.60618,0.9437,0.0007922,0.0007922,0.0007922
63,204.198,0.47667,0.41252,0.95443,0.71038,1,0.87893,0.75413,0.59451,0.53377,0.93903,0.0007724,0.0007724,0.0007724
64,207.234,0.46245,0.43628,0.96434,0.75085,1,0.93152,0.77809,0.6042,0.5485,0.95025,0.0007526,0.0007526,0.0007526
65,210.267,0.4395,0.40097,0.946,0.75427,1,0.91327,0.77526,0.6313,0.56999,0.95032,0.0007328,0.0007328,0.0007328
66,213.368,0.4277,0.39578,0.95884,0.75498,1,0.91738,0.77416,0.66211,0.51674,0.95901,0.000713,0.000713,0.000713
67,216.353,0.45126,0.38719,0.97003,0.76346,1,0.82885,0.70494,0.64206,0.57923,0.95524,0.0006932,0.0006932,0.0006932
68,219.363,0.43858,0.38578,0.96304,0.75667,1,0.88253,0.74208,0.57725,0.55545,0.92896,0.0006734,0.0006734,0.0006734
69,222.416,0.45168,0.39099,0.95413,0.80676,0.9,0.91188,0.78031,0.57564,0.53437,0.92822,0.0006536,0.0006536,0.0006536
70,225.476,0.45355,0.40724,0.95624,0.80944,0.9,0.89806,0.73981,0.68485,0.57332,0.95395,0.0006338,0.0006338,0.0006338
71,228.489,0.45691,0.40922,0.96427,0.82415,1,0.92833,0.77233,0.68474,0.50087,0.95556,0.000614,0.000614,0.000614
72,231.576,0.42642,0.37018,0.94154,0.90691,0.97598,0.94955,0.82484,0.56282,0.47816,0.93066,0.0005942,0.0005942,0.0005942
73,234.636,0.43359,0.35961,0.95008,0.82777,0.96329,0.92,0.78648,0.58446,0.5213,0.93137,0.0005744,0.0005744,0.0005744
74,237.743,0.43335,0.36385,0.9578,0.73354,1,0.92306,0.79097,0.61293,0.52336,0.93853,0.0005546,0.0005546,0.0005546
75,240.771,0.44174,0.36609,0.94953,0.65104,1,0.83855,0.70845,0.6432,0.64874,0.94165,0.0005348,0.0005348,0.0005348
76,243.89,0.4335,0.37085,0.9548,0.73864,0.9,0.82278,0.70552,0.65925,0.63771,0.94292,0.000515,0.000515,0.000515
77,246.907,0.40906,0.37022,0.95086,0.70469,1,0.87893,0.74092,0.65144,0.60036,0.94813,0.0004952,0.0004952,0.0004952
78,249.965,0.41239,0.38992,0.93137,0.70506,1,0.87893,0.75345,0.59439,0.59623,0.93349,0.0004754,0.0004754,0.0004754
79,253.01,0.41131,0.36269,0.95199,0.70477,1,0.87198,0.73663,0.61743,0.66487,0.93352,0.0004556,0.0004556,0.0004556
80,256.149,0.40534,0.36835,0.94632,0.70742,1,0.86643,0.75095,0.60288,0.65064,0.92966,0.0004358,0.0004358,0.0004358
81,259.132,0.39886,0.36218,0.93072,0.76436,0.97467,0.90355,0.76341,0.63952,0.65772,0.93326,0.000416,0.000416,0.000416
82,262.124,0.40061,0.33743,0.93232,0.70736,1,0.89143,0.76407,0.61076,0.60515,0.93829,0.0003962,0.0003962,0.0003962
83,265.172,0.40385,0.36329,0.92961,0.70547,1,0.87992,0.7303,0.68399,0.60337,0.95794,0.0003764,0.0003764,0.0003764
84,268.292,0.39737,0.33029,0.93574,0.70283,1,0.86563,0.72518,0.65326,0.62845,0.95671,0.0003566,0.0003566,0.0003566
85,271.273,0.42566,0.38834,0.94574,0.70444,1,0.89421,0.75348,0.61043,0.58354,0.94367,0.0003368,0.0003368,0.0003368
86,274.287,0.4088,0.35521,0.93327,0.81052,0.9,0.91491,0.78343,0.57114,0.54337,0.92661,0.000317,0.000317,0.000317
87,277.319,0.37456,0.32814,0.92475,0.7579,1,0.92041,0.78584,0.60308,0.54714,0.93451,0.0002972,0.0002972,0.0002972
88,280.38,0.39168,0.33086,0.93506,0.76285,1,0.92041,0.7919,0.58217,0.53404,0.92846,0.0002774,0.0002774,0.0002774
89,283.384,0.38357,0.3356,0.92496,0.70962,1,0.87143,0.75804,0.61067,0.59109,0.9436,0.0002576,0.0002576,0.0002576
90,286.46,0.37672,0.32572,0.92275,0.71073,1,0.89143,0.766,0.5898,0.6278,0.93657,0.0002378,0.0002378,0.0002378
91,291.087,0.33426,0.3132,0.88206,0.71376,1,0.90393,0.79389,0.59685,0.59657,0.93879,0.000218,0.000218,0.000218
92,294.145,0.33559,0.29866,0.87995,0.75815,1,0.88707,0.79996,0.52992,0.52725,0.92049,0.0001982,0.0001982,0.0001982
93,297.149,0.32463,0.28505,0.8827,0.70885,1,0.85393,0.76564,0.54665,0.54348,0.91838,0.0001784,0.0001784,0.0001784
94,300.206,0.32896,0.27695,0.87323,0.70172,1,0.86058,0.75008,0.57865,0.60571,0.92307,0.0001586,0.0001586,0.0001586
95,303.293,0.32486,0.28773,0.88825,0.70888,1,0.86786,0.75143,0.55776,0.55195,0.92791,0.0001388,0.0001388,0.0001388
96,306.271,0.30965,0.25545,0.86249,0.7615,1,0.91056,0.80511,0.56736,0.53603,0.92431,0.000119,0.000119,0.000119
97,309.22,0.3155,0.26839,0.8861,0.81493,0.8821,0.90506,0.79611,0.57632,0.55138,0.92659,9.92e-05,9.92e-05,9.92e-05
98,312.226,0.30294,0.24375,0.8833,0.70759,1,0.89643,0.7943,0.56994,0.54993,0.92657,7.94e-05,7.94e-05,7.94e-05
99,315.324,0.29235,0.24109,0.83487,0.70957,1,0.88393,0.78648,0.57482,0.54396,0.92723,5.96e-05,5.96e-05,5.96e-05
100,318.358,0.29921,0.24935,0.86311,0.71055,1,0.89643,0.79662,0.58391,0.54567,0.92784,3.98e-05,3.98e-05,3.98e-05
