epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,48.6782,0.85711,1.14605,1.20412,0.3389,0.71429,0.50958,0.26384,1.47062,2.57735,1.92285,0.00150955,0.00150955,0.00150955
26,49.6301,0.97046,1.26197,1.27863,0.62102,0.28571,0.34623,0.17133,1.45622,2.75518,1.7257,0.001505,0.001505,0.001505
27,50.5971,0.93416,1.2495,1.25203,0.35797,0.24568,0.11931,0.0641,2.79708,3.66405,3.51196,0.0014852,0.0014852,0.0014852
28,51.7438,0.88815,1.18673,1.22238,0.08292,0.14286,0.03603,0.00833,3.43387,4.88967,5.71946,0.0014654,0.0014654,0.0014654
29,52.7014,0.86114,1.14527,1.23382,0.04254,0.42857,0.03914,0.00716,3.37963,3.94565,5.84256,0.0014456,0.0014456,0.0014456
30,53.6738,0.80701,1.03673,1.20015,0.54868,1,0.68148,0.43514,1.19132,2.11562,1.30741,0.0014258,0.0014258,0.0014258
31,54.6055,0.85854,1.15516,1.19751,0.76526,1,0.81361,0.5357,1.16086,1.38329,1.37142,0.001406,0.001406,0.001406
32,55.5392,0.68281,0.92805,1.04979,0.85106,0.82063,0.83086,0.5754,1.09303,1.41414,1.27801,0.0013862,0.0013862,0.0013862
33,56.468,0.74546,1.01791,1.07924,0.76958,1,0.84175,0.66391,0.78945,1.28539,1.05272,0.0013664,0.0013664,0.0013664
34,57.4092,0.79079,1.00335,1.18664,0.76415,1,0.77389,0.63712,0.70894,1.3787,0.9672,0.0013466,0.0013466,0.0013466
35,58.391,0.67437,0.96594,1.0529,0.75373,1,0.81361,0.60754,0.832,1.40031,1.00103,0.0013268,0.0013268,0.0013268
36,59.5479,0.69881,0.88831,1.06597,0.76842,1,0.81567,0.63316,0.83596,1.19885,1.05834,0.001307,0.001307,0.001307
37,60.4931,0.8341,1.01525,1.17545,0.86378,1,0.88875,0.74513,0.69856,1.06716,1.01559,0.0012872,0.0012872,0.0012872
38,61.4358,0.79095,0.99728,1.18737,0.85882,1,0.87062,0.72423,0.58168,0.98295,0.91295,0.0012674,0.0012674,0.0012674
39,62.3848,0.7359,0.9385,1.09559,0.77219,1,0.81361,0.65258,0.65454,0.96926,0.93725,0.0012476,0.0012476,0.0012476
40,63.3288,0.76369,0.94929,1.14489,0.77181,1,0.77389,0.65274,0.65065,0.98725,0.91805,0.0012278,0.0012278,0.0012278
41,64.2942,0.72757,0.92748,1.13037,0.77193,1,0.77389,0.62304,0.67745,0.94425,0.97424,0.001208,0.001208,0.001208
42,65.2311,0.73578,0.97282,1.12335,0.77209,1,0.86833,0.73983,0.70609,0.92737,0.98381,0.0011882,0.0011882,0.0011882
43,66.4018,0.68281,0.90272,1.11805,0.77192,1,0.90167,0.72272,0.83244,0.94756,1.00225,0.0011684,0.0011684,0.0011684
44,67.3521,0.67111,0.9527,1.11268,0.98196,1,0.995,0.79156,0.8456,0.93459,1.01838,0.0011486,0.0011486,0.0011486
45,68.3086,0.79216,1.0178,1.13902,0.87213,0.97701,0.9775,0.78551,0.7734,0.94314,1.04883,0.0011288,0.0011288,0.0011288
46,69.2831,0.67245,0.91,1.05444,0.84567,0.85714,0.913,0.72473,0.78291,0.92047,1.03974,0.001109,0.001109,0.001109
47,70.2614,0.70399,0.85736,1.04263,0.84848,0.85714,0.87524,0.67695,0.83962,0.88691,1.05297,0.0010892,0.0010892,0.0010892
48,71.2026,0.69185,0.88393,1.05697,0.7664,1,0.94389,0.72651,0.8539,0.94257,1.025,0.0010694,0.0010694,0.0010694
49,72.1484,0.74542,0.9837,1.14284,0.86972,0.95778,0.90625,0.63385,0.87449,0.96826,1.0258,0.0010496,0.0010496,0.0010496
50,73.3083,0.64503,0.80767,1.04522,0.63238,1,0.65909,0.55771,0.70647,1.02954,0.92918,0.0010298,0.0010298,0.0010298
51,74.2538,0.65193,0.81732,1.06253,0.77,1,0.80611,0.6895,0.63559,0.99117,0.91378,0.00101,0.00101,0.00101
52,75.2039,0.68238,0.88497,1.11272,0.69204,1,0.754,0.63762,0.70577,0.95888,0.94016,0.0009902,0.0009902,0.0009902
53,76.1682,0.66864,0.84156,1.09767,0.71775,1,0.86833,0.69803,0.77196,0.92081,0.97627,0.0009704,0.0009704,0.0009704
54,77.103,0.67454,0.85495,1.09545,0.77208,1,0.90167,0.72747,0.88488,0.86015,0.98502,0.0009506,0.0009506,0.0009506
55,78.0404,0.64193,0.831,1.04792,0.77263,1,0.90167,0.73413,0.85299,0.85725,0.95564,0.0009308,0.0009308,0.0009308
56,78.9862,0.73089,0.87751,1.16074,0.7711,1,0.84367,0.75184,0.62294,0.81858,0.87712,0.000911,0.000911,0.000911
57,80.1499,0.62335,0.79387,1.03307,0.77176,1,0.83778,0.75593,0.56406,0.75637,0.85907,0.0008912,0.0008912,0.0008912
58,81.1499,0.61359,0.81567,1.03072,0.77076,1,0.83778,0.73901,0.63347,0.73899,0.87804,0.0008714,0.0008714,0.0008714
59,82.1794,0.66296,0.89885,1.10149,0.7711,1,0.86246,0.75779,0.64343,0.73543,0.87744,0.0008516,0.0008516,0.0008516
60,83.1467,0.62013,0.76242,1.06437,0.77726,1,0.88875,0.77567,0.59825,0.76393,0.86729,0.0008318,0.0008318,0.0008318
61,84.1095,0.67951,0.7971,1.06278,0.77188,1,0.86246,0.75616,0.5701,0.77857,0.85634,0.000812,0.000812,0.000812
62,85.0726,0.71386,0.7563,1.09569,0.77221,1,0.84175,0.71569,0.60879,0.83434,0.86742,0.0007922,0.0007922,0.0007922
63,86.0122,0.67181,0.73292,1.06385,0.77274,1,0.84175,0.74421,0.56763,0.7954,0.8712,0.0007724,0.0007724,0.0007724
64,87.1471,0.69735,0.81936,1.06325,0.77241,1,0.84175,0.72254,0.55085,0.78,0.88021,0.0007526,0.0007526,0.0007526
65,88.1051,0.59312,0.75579,1.0372,0.8528,1,0.87062,0.74849,0.56379,0.74268,0.87578,0.0007328,0.0007328,0.0007328
66,89.0677,0.60425,0.72208,1.00535,0.77464,1,0.88875,0.7648,0.60193,0.73256,0.87765,0.000713,0.000713,0.000713
67,90.0259,0.6108,0.78165,1.0652,0.77324,1,0.87062,0.74415,0.63657,0.73181,0.88576,0.0006932,0.0006932,0.0006932
68,90.9625,0.60678,0.75482,1.01862,0.81424,1,0.87062,0.74839,0.60145,0.73247,0.8791,0.0006734,0.0006734,0.0006734
69,91.917,0.67858,0.72013,1.09024,0.86729,1,0.87062,0.7484,0.56701,0.7256,0.87651,0.0006536,0.0006536,0.0006536
70,92.9004,0.6237,0.83257,1.06096,0.85663,1,0.87062,0.77735,0.55254,0.70427,0.87547,0.0006338,0.0006338,0.0006338
71,94.0873,0.63784,0.70528,1.04883,0.85243,1,0.88875,0.79682,0.56462,0.71865,0.88236,0.000614,0.000614,0.000614
72,95.032,0.54592,0.77478,1.05414,0.81053,1,0.92375,0.78918,0.57283,0.74333,0.88334,0.0005942,0.0005942,0.0005942
73,95.984,0.56908,0.70366,1.00353,0.80208,1,0.92375,0.78373,0.57285,0.7487,0.87071,0.0005744,0.0005744,0.0005744
74,96.9614,0.5131,0.73561,0.96667,0.8314,1,0.90625,0.77691,0.56382,0.7522,0.86499,0.0005546,0.0005546,0.0005546
75,97.8999,0.55961,0.66995,1.03824,0.83809,1,0.90625,0.7774,0.61109,0.76422,0.8697,0.0005348,0.0005348,0.0005348
76,98.8456,0.54677,0.64134,0.98455,0.85962,1,0.92375,0.76433,0.67093,0.71287,0.88036,0.000515,0.000515,0.000515
77,99.7883,0.56799,0.6253,0.9884,0.86588,1,0.92375,0.76433,0.66077,0.70266,0.88113,0.0004952,0.0004952,0.0004952
78,100.927,0.60333,0.66421,1.03525,0.85855,1,0.92375,0.76795,0.63185,0.75694,0.87286,0.0004754,0.0004754,0.0004754
79,101.872,0.56979,0.60594,1.02191,0.86741,1,0.92375,0.77242,0.57789,0.78164,0.85602,0.0004556,0.0004556,0.0004556
80,102.825,0.59685,0.63143,1.00206,0.86897,1,0.92375,0.7955,0.56044,0.69982,0.85051,0.0004358,0.0004358,0.0004358
81,103.77,0.56646,0.70253,1.04888,0.86226,1,0.90625,0.77477,0.56662,0.68025,0.852,0.000416,0.000416,0.000416
82,104.758,0.55155,0.58362,0.99059,0.84395,1,0.87062,0.74627,0.56867,0.69432,0.85094,0.0003962,0.0003962,0.0003962
83,105.748,0.61819,0.65981,1.04955,0.77883,1,0.88875,0.77749,0.57272,0.73671,0.85277,0.0003764,0.0003764,0.0003764
84,106.695,0.60722,0.60702,1.01021,0.77566,1,0.88875,0.77001,0.57134,0.72899,0.85286,0.0003566,0.0003566,0.0003566
85,107.829,0.58617,0.60654,1.01151,0.77197,1,0.86246,0.77979,0.56168,0.71174,0.84857,0.0003368,0.0003368,0.0003368
86,108.777,0.52156,0.60336,1.00348,0.77199,1,0.84175,0.75307,0.54874,0.71036,0.84633,0.000317,0.000317,0.000317
87,109.729,0.61898,0.68629,1.04722,0.77166,1,0.84175,0.75307,0.53998,0.72864,0.84535,0.0002972,0.0002972,0.0002972
88,110.669,0.61706,0.64073,1.09146,0.77036,1,0.81361,0.72287,0.53432,0.76584,0.84635,0.0002774,0.0002774,0.0002774
89,111.613,0.56461,0.622,1.01648,0.76916,1,0.83778,0.75235,0.52291,0.80449,0.84628,0.0002576,0.0002576,0.0002576
90,112.585,0.4901,0.60121,0.9861,0.77025,1,0.81361,0.72577,0.50708,0.84541,0.84523,0.0002378,0.0002378,0.0002378
91,114.725,0.44542,0.80362,0.98793,0.77421,1,0.86246,0.78178,0.49274,0.90056,0.84479,0.000218,0.000218,0.000218
92,115.982,0.4231,0.68501,0.95298,0.77147,1,0.86111,0.80823,0.4814,0.87549,0.84338,0.0001982,0.0001982,0.0001982
93,116.988,0.42538,0.71328,0.92113,0.7684,1,0.88444,0.82923,0.47622,0.79876,0.84217,0.0001784,0.0001784,0.0001784
94,117.941,0.44583,0.6929,0.90773,0.76916,1,0.90944,0.85173,0.49347,0.77706,0.84617,0.0001586,0.0001586,0.0001586
95,118.911,0.45762,0.68047,0.90468,0.77045,1,0.90944,0.85173,0.49617,0.77234,0.84681,0.0001388,0.0001388,0.0001388
96,119.874,0.46193,0.7504,0.98469,0.77111,1,0.90944,0.81944,0.51396,0.76821,0.84957,0.000119,0.000119,0.000119
97,120.857,0.44102,0.60666,0.93183,0.77139,1,0.90944,0.81944,0.51404,0.7793,0.84801,9.92e-05,9.92e-05,9.92e-05
98,121.79,0.42065,0.62561,0.89748,0.772,1,0.90944,0.81944,0.5135,0.78325,0.84568,7.94e-05,7.94e-05,7.94e-05
99,122.948,0.41887,0.62978,0.89344,0.77253,1,0.90944,0.79421,0.51662,0.79041,0.84498,5.96e-05,5.96e-05,5.96e-05
100,123.887,0.41267,0.60842,0.9282,0.77307,1,0.90944,0.79421,0.52097,0.79927,0.84533,3.98e-05,3.98e-05,3.98e-05
